1178721235846352896 135421739
1178721235846352896 71201743
1178721235846352896 121046433
1178721232604106753 71201743
1178722299031064578 71201743
1178713647410843650 71201743
1178716790269939716 71201743
1178722062019334144 71201743
1178721885363638278 71201743
1178721975314681856 71201743
1178720115451236352 71201743
1178721701757980675 71201743
1178721938979426305 121046433
1178721938979426305 71201743
1178721938979426305 135421739
1175314082712309769 71201743
1178720815203749891 71201743
1178721576058884105 71201743
1178721576058884105 135421739
1178715765068795909 71201743
1178721931207380999 135421739
1178716825825054728 92708272
1178716825825054728 71201743
1106546234859241474 121046433
1106546234859241474 135421739
1106546234859241474 71201743
2232556564 45452226
2232556564 121046433
2232556564 71201743
2232556564 135421739
725618775366717440 121046433
725618775366717440 92708272
725618775366717440 45452226
725618775366717440 71201743
725618775366717440 135421739
1178705988066500608 121046433
1178705988066500608 135421739
1178705988066500608 92708272
1178705988066500608 71201743
1175633610298122240 45452226
1175633610298122240 861083240
1175633610298122240 135421739
1175633610298122240 71201743
1177647785069273088 45452226
1177647785069273088 861083240
1177647785069273088 92708272
1177647785069273088 135421739
1177647785069273088 71201743
1177647785069273088 121046433
1120372841592033280 92708272
1120372841592033280 135421739
1120372841592033280 71201743
3323994156 121046433
3323994156 135421739
3323994156 71201743
1178542259878289408 45452226
1178542259878289408 92708272
1178542259878289408 121046433
1178542259878289408 135421739
1178542259878289408 71201743
2903710783 92708272
1178214534911156224 121046433
1178214534911156224 71201743
1178214534911156224 135421739
1178719662042832896 71201743
1178719662042832896 121046433
1178719662042832896 135421739
1173978695133880320 861083240
1173978695133880320 45452226
1173978695133880320 92708272
1173978695133880320 121046433
1173978695133880320 71201743
1173978695133880320 135421739
1168838328512208896 861083240
1168838328512208896 135421739
1168838328512208896 121046433
1168838328512208896 92708272
1168838328512208896 71201743
765147710097920000 135421739
1842186242 45452226
1842186242 121046433
1842186242 71201743
1842186242 92708272
1178225041529425920 45452226
1178225041529425920 135421739
1178225041529425920 71201743
1178225041529425920 121046433
905982961601847297 861083240
905982961601847297 135421739
905982961601847297 71201743
905982961601847297 121046433
917453394 71201743
1136292597079691264 45452226
1136292597079691264 71201743
1160358069374554112 121046433
1160358069374554112 135421739
924848706372767744 861083240
924848706372767744 45452226
924848706372767744 121046433
924848706372767744 135421739
924848706372767744 71201743
995220678113710080 861083240
995220678113710080 135421739
1178541914523652096 861083240
991206229665091584 92708272
991206229665091584 71201743
1178695322274598912 861083240
903909526109265920 92708272
903909526109265920 121046433
903909526109265920 135421739
903909526109265920 71201743
1170898461354577921 45452226
1170898461354577921 71201743
1178719707463110657 121046433
1178719707463110657 71201743
1178719707463110657 135421739
1178722252470095872 71201743
1178722512940568576 71201743
1178719198769319936 71201743
1178719198769319936 135421739
1178720888469852160 71201743
1178722118361419777 135421739
1178703639461761025 135421739
1178703639461761025 92708272
1178721740551098370 135421739
1178721740551098370 71201743
1178721076659884034 135421739
1178721076659884034 71201743
1178721036361240577 135421739
1178721036361240577 71201743
1063286197127008258 92708272
1063286197127008258 135421739
1063286197127008258 121046433
1178707938208337921 121046433
1178707938208337921 135421739
1178707938208337921 92708272
1178707938208337921 71201743
1178721687304409091 71201743
1178721940963332099 71201743
1178721940963332099 135421739
916580961566863360 92708272
916580961566863360 135421739
916580961566863360 71201743
1178719370186330116 121046433
1178719370186330116 71201743
1178719370186330116 135421739
1178710658960855044 92708272
1178710658960855044 71201743
1178710658960855044 135421739
1178722109108785157 135421739
1178720470155137029 71201743
1178720470155137029 135421739
1069630701039964165 45452226
1178722421005619204 121046433
1178716633621073924 121046433
1178716633621073924 135421739
1178716633621073924 71201743
1178720121583308806 71201743
1178720121583308806 121046433
1178715414320148480 121046433
1178715414320148480 71201743
1178715414320148480 45452226
1178715414320148480 135421739
831396835012931584 45452226
831396835012931584 121046433
831396835012931584 135421739
831396835012931584 71201743
1178721470014296071 135421739
1178721470014296071 71201743
1178720251300548615 71201743
1178720251300548615 121046433
1178712109942743040 71201743
1178712109942743040 45452226
1178712109942743040 121046433
1148033908425912321 861083240
1148033908425912321 135421739
1148033908425912321 92708272
1148033908425912321 71201743
1178720077245505536 45452226
1086794296022331392 45452226
1086794296022331392 121046433
1086794296022331392 92708272
1086794296022331392 135421739
1086794296022331392 71201743
1178700619416137728 121046433
1178700619416137728 135421739
1178700619416137728 71201743
1178700619416137728 45452226
1175055811116068864 861083240
1175055811116068864 121046433
1175055811116068864 71201743
1175055811116068864 135421739
1178722118260813825 121046433
1166443576118697984 45452226
1166443576118697984 71201743
1178356148036132864 861083240
1178356148036132864 45452226
1178356148036132864 71201743
1178356148036132864 135421739
1178356148036132864 121046433
4464989414 45452226
4464989414 71201743
4464989414 92708272
1149929007078678528 861083240
1149929007078678528 45452226
1149929007078678528 92708272
1149929007078678528 135421739
1149929007078678528 121046433
1149929007078678528 71201743
113233654 45452226
113233654 121046433
113233654 135421739
113233654 71201743
113233654 92708272
1178697359041191937 121046433
1178697359041191937 135421739
1178697359041191937 71201743
1132103675084791808 45452226
1132103675084791808 121046433
1177300133307998208 861083240
1177300133307998208 135421739
1177300133307998208 45452226
1178346169044328448 92708272
1178346169044328448 71201743
1178346169044328448 121046433
1178346169044328448 135421739
1178719860114759680 71201743
1178719860114759680 135421739
1178721684402003968 71201743
917704979405692928 92708272
917704979405692928 135421739
917704979405692928 121046433
917704979405692928 71201743
1166344578607325184 71201743
1178716792564244480 92708272
1152583506297364480 92708272
1152583506297364480 135421739
1152583506297364480 71201743
1152583506297364480 121046433
1175646811458920448 92708272
1175646811458920448 121046433
1178512948152524800 92708272
1178717545865584641 45452226
1178717545865584641 71201743
1029608959856926721 45452226
1029608959856926721 135421739
1029608959856926721 121046433
1029608959856926721 71201743
280049924 45452226
280049924 71201743
280049924 121046433
280049924 92708272
280049924 135421739
1178706509905223681 45452226
1134040295723610113 45452226
1134040295723610113 135421739
1134040295723610113 92708272
1134040295723610113 121046433
1134040295723610113 71201743
1104752320418668546 861083240
1104752320418668546 92708272
1178188099970457605 135421739
1178188099970457605 121046433
1178188099970457605 71201743
845579042 861083240
845579042 45452226
1178380732957372416 861083240
1178547827795996672 861083240
1178547827795996672 45452226
3114438452 861083240
3114438452 121046433
3114438452 45452226
3114438452 92708272
3114438452 135421739
1178721455741124608 71201743
1178721455741124608 121046433
1178721317509464064 71201743
1019492954057015296 135421739
1019492954057015296 121046433
1019492954057015296 71201743
1178721169924489216 135421739
1178721169924489216 71201743
1165905245852991488 92708272
1165905245852991488 71201743
951405135049064448 45452226
951405135049064448 135421739
951405135049064448 71201743
951405135049064448 121046433
1159514217117962240 45452226
1159514217117962240 135421739
1159514217117962240 121046433
1159514217117962240 71201743
151816521 45452226
151816521 121046433
151816521 135421739
151816521 71201743
1175817827242127361 861083240
1175817827242127361 121046433
1178719958722740225 135421739
1178719958722740225 121046433
1178719958722740225 71201743
1173608577413480449 45452226
1173608577413480449 121046433
1140463946983342081 121046433
1140463946983342081 71201743
